"date","sfcity_adr","sfcity_days","sfcity_demd","sfcity_demt","sfcity_occ","sfcity_revpar","sfcity_rmrevt","sfcity_supd","sfcity_supt","sfzoneone_adr","sfzoneone_days","sfzoneone_demd","sfzoneone_demt","sfzoneone_occ","sfzoneone_revpar","sfzoneone_rmrevt","sfzoneone_supd","sfzoneone_supt","sfzonetwo_adr","sfzonetwo_days","sfzonetwo_demd","sfzonetwo_demt","sfzonetwo_occ","sfzonetwo_revpar","sfzonetwo_rmrevt","sfzonetwo_supd","sfzonetwo_supt","sfcity_strdays"
2010-03-01,138.718650465357,31,24954.8387096774,773599.999999999,0.736348147231555,102.145221256627,107312748,33890,1050590,145.427818018151,31,22325.5161290323,692091,0.743044536012523,108.05934556261,100649284,30046,931426,82.0936563436563,31,2324.90322580645,72072,0.684197535552222,56.1682773548007,5916654,3398,105338,31
2010-04-01,136.812916788968,30,25892.4,776771.999999999,0.764012983180878,104.526844693617,106272443,33890,1016700,142.639183804609,30,23239.5333333333,697186,0.773465131243205,110.326435021855,99446042,30046,901380,103.702808156756,30,2340.8,70223.9999999999,0.688875809299587,71.4383558956249,7282426,3398,101940,30
2010-05-01,149.477609987239,31,26870.4193548387,832983,0.792871624515748,118.516555459313,124512308,33890,1050590,155.867006522329,31,24026.6451612903,744826,0.799662023606814,124.640925849182,116093799,30046,931426,95.8719695993818,31,2504.19354838709,77629.9999999999,0.736961020714271,70.653904573848,7442541,3398,105338,31
2010-06-01,141.983884134805,30,27765.6,832968,0.820981667652277,116.56616597674,118268032,33820,1014600,147.131525729012,30,24872.7,746181,0.827820674965054,121.798518937629,109786749,30046,901380,118.275860734011,30,2583.06666666666,77491.9999999999,0.760172650578771,89.910074553659,9165433,3398,101940,30
2010-07-01,147.463612925746,31,29203.0322580645,905294,0.863484099883634,127.332485072776,133497924,33820,1048420,152.898771748985,31,25974.5161290323,805210,0.864491650437072,132.179711539081,123115620,30046,931426,109.353779519669,31,2897.1935483871,89813,0.852617289107445,93.2369230477131,9821391,3398,105338,31
2010-08-01,152.531014269476,31,30905.1290322581,958059,0.913812212662864,139.384703649301,146133711,33820,1048420,158.303859190036,31,27514.5483870968,852951,0.915747466787485,144.966358035958,135025435,30046,931426,103.689927158768,31,3046.83870967742,94452,0.896656477244679,92.9742448119387,9793721,3398,105338,31
2010-09-01,175.20920765448,30,29445.0666666667,883352,0.870640646560221,152.5442578356,154771404,33820,1014600,182.860010157104,30,26188.5666666667,785657,0.871615744746944,159.383663937518,143665247,30046,901380,105.772317099604,30,2921.9,87657,0.859888169511477,90.9523641357661,9271684,3398,101940,30
2010-10-01,178.798925286535,31,29355.1612903226,910010,0.868007962693237,155.198890869706,162708810,33819,1048389,187.060303695105,31,26231.7419354839,813184,0.873052717016703,163.313506386981,152114446,30046,931426,63.1666705162259,31,2793.22580645161,86590,0.822262527657231,51.9395861623634,5469602,3397,105307,31
2010-11-01,145.265671637503,30,23206.4666666667,696194,0.686196122495244,99.6807406093222,101133089,33819,1014570,151.941876911101,30,20810.4333333333,624312.999999999,0.69261909516519,105.237845303867,94859289,30046,901380,95.7784315873488,30,2129.96666666667,63899,0.62701403198901,60.0544205671671,6120146,3397,101910,30
2010-12-01,144.637164614051,31,22659.2580645161,702436.999999999,0.672680957830372,97.2946664304491,101598496,33685,1044235,150.952741599739,31,20223.064516129,626914.999999999,0.676085334184575,102.056934750537,94634538,29912,927272,84.3177129646098,31,2176.64516129032,67475.9999999999,0.640755125490232,54.0270067516879,5689422,3397,105307,31
2011-01-01,159.677171191825,31,22626.1935483871,701411.999999999,0.671998620385716,107.302838748,111999484,33670,1043770,167.835990000923,31,20285.7419354838,628857.999999999,0.678180727984884,113.823133880889,105545005,29912,927272,85.3030112827423,31,2107.12903225806,65320.9999999999,0.62029114873655,52.9127028592591,5572078,3397,105307,31
2011-02-01,161.535928755856,28,24455.1428571428,684743.999999999,0.726318469175611,117.326528490814,110610758,33670,942760,169.417616861361,28,21991.1071428571,615751,0.735193472280595,124.554726005808,104319067,29912,837536,111.597774883841,28,2221.39285714286,62199,0.653927835485092,72.9768913747424,6941270,3397,95116,28
2011-03-01,158.412283529728,31,25415.0967741935,787868,0.754806711240936,119.570654751241,124807969,33671,1043801,165.98508144487,31,22738.5161290322,704893.999999999,0.760154987096989,126.174387444018,117001888,29913,927303,98.9078671492102,31,2415.51612903225,74880.9999999999,0.711073337954741,70.330747243773,7406320,3397,105307,31
2011-04-01,150.010427557714,30,26334.0666666666,790021.999999999,0.78209933374912,117.323055448309,118511538,33671,1010130,155.974945686404,30,23551.5,706544.999999999,0.78733326647277,122.804263475189,110203318,29913,897390,131.419530438949,30,2504.46666666667,75134,0.737258365224217,96.8901481699538,9874074.99999999,3397,101910,30
2011-05-01,178.518153881501,31,28079.8387096774,870475,0.833947275390616,148.874728037241,155395590,33671,1043801,185.841220858872,31,25046.3548387096,776436.999999999,0.837306684007276,155.606096389206,144294000,29913,927303,114.830537071122,31,2734.06451612903,84756,0.804846781315582,92.420988158432,9732577,3397,105307,31
2011-06-01,166.495435751832,30,28821.8333333333,864655,0.856619905288395,142.623304404684,143961111,33646,1009380,172.874073612107,30,25655.2,769655.999999999,0.858377944325481,148.391291934333,133053568,29888,896640,143.905256281641,30,2857.53333333333,85726,0.841193209694829,121.052124423511,12336422,3397,101910,30
2011-07-01,176.590213530603,31,29961.7096774194,928813,0.890366101376463,157.22993996248,164019286,33651,1043181,182.296769756449,31,26594.4193548387,824427,0.889802574773779,162.208135102231,150290379,29888,926528,138.273776590671,31,3043.45161290323,94347,0.894606588154975,123.700631507083,13045716,3402,105462,31
2011-08-01,177.867028414422,31,30841.9032258065,956099,0.912833433740979,162.362970296841,170058488,33787,1047397,183.347394573113,31,27370.2903225806,848479,0.911613719776867,167.142000378192,155566414,30024,930744,130.564570080033,31,3143.87096774194,97460,0.92412432914225,120.657895734957,12724823,3402,105462,31
2011-09-01,192.60945532553,30,30455.5,913665,0.901396987006837,173.61758269946,175980518,33787,1013610,199.281097318408,30,27064.7666666667,811943,0.901437738697931,179.639501731948,161804892,30024,900720,138.208410024069,30,3060.63333333333,91819,0.899657064471879,124.34017244758,12690158,3402,102060,30
2011-10-01,214.256893587779,31,29010.1290322581,899314,0.858694323711167,183.981178339813,192684224,33784,1047304,222.798724600923,31,25843.9032258065,801161,0.860860838273424,191.7986968262,178497649,30021,930651,89.2520700726638,31,2863.38709677419,88765,0.841677571068252,75.1214655515731,7922460,3402,105462,31
2011-11-01,178.235077967546,30,25354.5666666667,760637,0.750512585225311,133.767669143257,135572195,33783,1013490,186.048484465793,30,22699.3666666666,680980.999999999,0.756141461248056,140.678972906951,126695483,30020,900600,104.190628209755,30,2401.53333333333,72045.9999999999,0.705918087399568,73.5500489907897,7506518,3402,102060,30
2011-12-01,151.359908512389,31,22354.5161290322,692989.999999999,0.661709029068828,100.156218101679,104890903,33783,1047273,156.952472842786,31,19842.6451612903,615121.999999999,0.660980851475359,103.742579140788,96544919,30020,930620,271.230014858841,31,2279.51612903226,70665,0.67005177220231,181.738152130625,19166469,3402,105462,31
2012-01-01,176.945736093492,31,22758.5483870968,705515,0.673648720906251,119.199268789196,124837871,33784,1047304,197.110184138053,31,17171.5483870967,532317.999999999,0.675407032217461,133.12960448852,104925299,25424,788144,123.544651642644,31,5409.25806451613,167687,0.673128181248896,83.1613866632412,20716832,8036,249116,31
2012-02-01,189.517855573627,28,24791.1785714285,694152.999999999,0.733814189303473,139.070891546294,131554388,33784,945952,208.871689233426,28,18819.8214285714,526954.999999999,0.740238413647396,154.614847894003,110065981,25424,711872,136.027789286222,28,5775.60714285711,161716.999999999,0.718716667851805,97.7654394510413,21998005.9999999,8036,225008,28
2012-03-01,169.729659439199,31,26059.4838709677,807844,0.771355785903615,130.921954847876,137115087,33784,1047304,188.281600946541,31,19575.5161290323,606841,0.769962088146329,144.969694624333,114256995,25424,788144,112.392582049134,31,6277.70967741936,194609,0.781198317249795,87.800895968143,21872607.9999999,8036,249116,31
2012-04-01,166.583429619132,30,26743.3,802299,0.791081464828729,131.781063519296,133649719,33806,1014180,183.182774052911,30,20184.6666666667,605540,0.793921753723516,145.432789228026,110924497,25424,762720,143.317592456166,30,6334.53333333333,190036,0.786117316124762,112.664441135103,27235501.9999999,8058,241740,30
2012-05-01,184.889807917285,31,27904.6451612903,865044,0.827000330783306,152.903932306057,159937819,33742,1046002,201.112357630806,31,21145.6129032258,655513.999999999,0.831685856567385,167.262303422463,131831966,25425,788175,158.051367306445,31,6568.12903225806,203612,0.815005463737196,128.812727905887,32181154.9999999,8059,249829,31
2012-06-01,196.21190959505,30,30625.1666666667,918755,0.907600588764089,178.082044670993,180270673,33743,1012290,212.315536770482,30,23083.7333333333,692511.999999999,0.90787907391384,192.756832900705,147031057,25426,762780,150.624387291156,30,7324.0333333333,219720.999999999,0.908801753732883,136.887707325144,33095341,8059,241770,30
2012-07-01,195.448063122079,31,29693.6129032258,920502,0.8799932698108,171.992980144986,179910333,33743,1046033,209.619535166206,31,22413.8387096774,694829,0.881532239033958,184.786378180323,145649732,25426,788206,164.44004374265,31,7050.03225806452,218551,0.874802364817535,143.85253913677,35938536,8059,249829,31
2012-08-01,200.32335552902,31,30932.0967741935,958895,0.916669534560027,183.63031707429,192089064,33744,1046064,214.11274711028,31,23339.129032258,723512.999999999,0.917887640392419,196.531444222994,154913356,25427,788237,159.844776852473,31,7355.90322580645,228033,0.912756325326523,145.899331142501,36449884,8059,249829,31
2012-09-01,218.574290003519,30,30219.6333333333,906589,0.895555753121543,195.745462897108,198157047,33744,1012320,235.386389310267,30,22720.8666666666,681625.999999999,0.893572449233753,210.334792412265,160445483,25427,762810,175.014757709251,30,7263.99999999997,217919.999999999,0.901352525127183,157.749993795756,38139215.9999999,8059,241770,30
2012-10-01,233.734128955436,31,29935.3225806452,927995,0.89000513098395,208.024574056402,216904103,33635,1042685,253.001900717795,31,22623.0322580645,701314,0.893555267322242,226.071181028925,177433775,25318,784858,98.3594191941049,31,7082.48387096771,219556.999999999,0.878829119117472,86.4411217272614,21595499,8059,249829,31
2012-11-01,176.646050736199,30,25384.9,761546.999999999,0.757147970292599,133.747198775117,134524270,33527,1005810,193.066316179727,30,19420.6,582617.999999999,0.767066908918555,148.094782368276,112483911,25318,759540,116.666854700855,30,5849.99999999997,175499.999999999,0.725896513215035,84.6880630351156,20475032.9999999,8059,241770,30
2012-12-01,161.898174411996,31,23836.7741935484,738940,0.710972475722504,115.10514587665,119633037,33527,1039337,176.268340312809,31,18071.4193548387,560213.999999999,0.713777524087158,125.81637952343,98747992,25318,784858,41.94313549998,31,5658.61290322581,175417,0.702148269416281,29.4503000052036,7357539,8059,249829,31
2013-01-01,186.317990916986,31,22658.3870967742,702409.999999999,0.675784756383255,125.910858101653,130871620,33529,1039399,195.837818608762,31,20221.4838709677,626866,0.678368407895862,132.850189215424,122764070,29809,924079,118.123733572628,31,2228.77419354838,69091.9999999999,0.650736990817046,76.8674829291264,8161405,3425,106175,31
2013-02-01,179.489142336016,28,26159.9285714285,732477.999999999,0.777481753839229,139.549533178505,131471848,33647,942116,187.196548727044,28,23380.6071428571,654656.999999999,0.781254624347817,146.248169354954,122549531,29927,837956,139.480781822488,28,2563.60714285714,71781,0.748498435870699,104.401147028154,10012070,3425,95900,28
2013-03-01,184.965661725407,31,26737.7741935484,828871,0.794655517387832,146.983983617386,153312673,33647,1043057,193.138919357922,31,23791.7096774194,737543,0.794991468487298,153.543793122404,142448258,29927,927737,138.763953226628,31,2722.8064516129,84407,0.794979985872381,110.3145655757,11712649,3425,106175,31
2013-04-01,202.102895163144,30,29733.5,892005,0.883768279633813,178.612127967344,180276793,33644,1009320,210.310196641168,30,26550.9,796527,0.887277770351557,186.603562357974,167517750,29924,897720,143.444114446359,30,2940.53333333333,88215.9999999999,0.858549878345498,123.153927007299,12654066,3425,102750,30
2013-05-01,199.089191378559,31,28790.935483871,892519,0.859071894846063,171.031928880949,177690886,33514,1038934,206.226650599561,31,25645.1290322581,794999,0.860748104727733,177.50919864792,163949981,29794,923614,157.396118810123,31,2907.32258064516,90127,0.848853308217565,133.606216152578,14185640,3425,106175,31
2013-06-01,210.544701022624,30,30623.8333333333,918715,0.913680619784985,192.370612922795,193430575,33517,1005510,217.668988490342,30,27258.2666666667,817748,0.914799028985021,199.123379311116,177998380,29797,893910,162.901821699178,30,3101.5,93045,0.905547445255474,147.515328467153,15157200,3425,102750,30
2013-07-01,212.879277016514,31,30104.6451612903,933244,0.898083146722661,191.183290975036,198668308,33521,1039151,219.295235412649,31,26798.5161290323,830754,0.899369605296918,197.227469316569,182180394,29797,923707,182.439185534758,31,3041.77419354839,94295,0.887073255627993,161.836922266437,17203103,3429,106299,31
2013-08-01,230.367657525342,31,31364.1290322581,972288,0.935628215269318,215.538480266209,223983709,33522,1039182,237.137884340757,31,27919.6129032258,865508,0.936962645252225,222.189339401432,205244736,29798,923738,169.309983700081,31,3166.45161290323,98160,0.923432957977027,156.346419063208,16619468,3429,106299,31
2013-09-01,244.893656289847,30,30324,909720,0.904599964202613,221.530792713243,222784657,33522,1005660,252.896492238339,30,26974.4666666667,809234,0.905244199834441,228.933082757232,204652440,29798,893940,171.120486231382,30,3079.46666666667,92384,0.898065519587829,153.677408379508,15808795,3429,102870,30
2013-10-01,247.648799659225,31,30442.9677419355,943732,0.908148909430687,224.901987332344,233714097,33522,1039182,257.03412369334,31,27159.2580645161,841937,0.911445669659579,234.27263899504,216406539,29798,923738,124.412367827398,31,3017.1935483871,93533,0.879904796846631,109.471039238375,11636662,3429,106299,31
2013-11-01,215.482310286615,30,26873.4333333333,806203,0.801593835446184,172.729291573453,173722485,33525,1005750,223.42517414192,30,24017.7666666666,720532.999999999,0.806046470002572,180.091072926805,160985211,29797,893910,116.916421357154,30,2627.06666666666,78811.9999999999,0.765239343625594,89.4690455384018,9214417,3433,102990,30
2013-12-01,176.10225531614,31,24632.8387096774,763617.999999999,0.734760289624978,129.392944119699,134474852,33525,1039275,182.378123896296,31,22011.6451612903,682360.999999999,0.738720178584767,134.726400254626,124447719,29797,923707,119.142477817066,31,2417.58064516129,74944.9999999999,0.704218073160876,83.9022861599466,8929133,3433,106423,31
