"date","sfcity_adr","sfcity_days","sfcity_demd","sfcity_demt","sfcity_occ","sfcity_revpar","sfcity_rmrevt","sfcity_supd","sfcity_supt","sfzoneone_adr","sfzoneone_days","sfzoneone_demd","sfzoneone_demt","sfzoneone_occ","sfzoneone_revpar","sfzoneone_rmrevt","sfzoneone_supd","sfzoneone_supt","sfzonetwo_adr","sfzonetwo_days","sfzonetwo_demd","sfzonetwo_demt","sfzonetwo_occ","sfzonetwo_revpar","sfzonetwo_rmrevt","sfzonetwo_supd","sfzonetwo_supt","sfcity_strdays"
2012-10-01,193.973605733952,92,26396.5434782609,2428482,0.786468305270494,152.554092968788,471061410,33563.3913043478,3087832,210.756457460527,92,20045.0652173913,1844146,0.791731780448348,166.862585306209,388665678,25318,2329256,86.6438628228457,92,6200.80434782607,570473.999999998,0.76942602653258,66.6660430952161,49428070.9999999,8059,741428,92
2013-01-01,183.613247258211,90,25152.8777777778,2263759,0.748455979887402,137.426432896952,415656141,33606.3555555556,3024572,192.050115746588,90,22434.0666666667,2019066,0.750645779642289,144.161608864989,387761859,29886.3555555556,2689772,132.662127130682,90,2503.11111111111,225280,0.730835360908353,96.9541735604217,29886124,3425,308250,90
2013-04-01,203.97687884793,91,29705.9230769231,2703239,0.885215425946471,180.563479692602,551398254,33557.8461538462,3053764,211.460427913139,91,26475.5384615385,2409274,0.887313994617058,187.63179699504,509466111,29837.8461538462,2715244,154.748573997377,91,2982.28571428571,271388,0.870740354535975,134.745828186412,41996906,3425,311675,91
2013-07-01,229.264262666362,92,30600.5652173913,2815252,0.912859400134825,209.286037289968,645436674,33521.6630434783,3083993,236.311520752777,92,27233.652173913,2505496,0.913952618840477,215.977533254176,592077570,29797.6630434783,2741385,174.243576195675,92,3096.07608695652,284839,0.90290932836294,157.326150354394,49631366,3429,315468,92
2013-10-01,215.59578572642,92,27321.2282608696,2513553,0.814975453982174,175.705273349033,541911434,33523.9891304348,3084207,223.553340541003,92,24400.3369565217,2244831,0.818876431545713,183.06256176234,501839469,29797.3369565217,2741355,120.426268753286,92,2687.93478260869,247290,0.783277163997567,94.3271462598824,29780212,3431.65217391304,315712,92
2014-01-01,207.748365370549,90,26052.4555555556,2344721,0.774522670449121,160.905818728238,487111955,33636.7888888889,3027311,217.592503067084,90,23149.0222222222,2083412,0.776766197107481,169.018501126517,453334832,29801.7888888889,2682161,142.398932641733,90,2596.23333333333,233661,0.756257889115447,107.69031621193,33273077,3433,308970,90
2014-04-01,224.427762506953,91,29711.8241758242,2703776,0.880362671744366,197.577824614231,606802398,33749.5274725275,3071207,232.961492191136,91,26371.1318681319,2399773,0.881549337269334,205.367049050371,559054699,29914.5274725275,2722222,173.464350152315,91,2990.47252747253,272133,0.871095988194736,151.104099512489,47205374,3433,312403,91
2014-07-01,253.489771963245,92,31040,2855680,0.918091647130385,232.726842272441,723885672,33809.2608695652,3110452,261.239948989548,92,27573.2065217391,2536735,0.919916477218538,240.318933583215,662696522,29973.597826087,2757571,195.37465288572,92,3111.83695652174,286289,0.906184320478084,177.045447063888,55933614,3434,315928,92
2014-10-01,235.451245695183,92,27910.4673913043,2567763,0.825379217681718,194.336564974076,604582997,33815.3260869565,3111010,244.237319940732,92,24861.2282608696,2287233,0.829279090155607,202.540902462494,558627658,29979.3260869565,2758098,162.749243387868,92,2725.96739130435,250789,0.793816945633182,129.193107290269,40815720,3434,315928,92
2015-01-01,231.90646532495,90,26400.6666666667,2376060,0.786085577943578,182.298327823815,551023676,33584.9777777778,3022648,242.208926144922,90,23524.9,2117241,0.788174851410401,190.902984374546,512814669,29847.3111111111,2686258,146.98358769329,90,2645.71111111111,238114,0.770445868116223,113.242897819194,34998850,3434,309060,90
2015-04-01,240.849878339968,91,29486.7802197802,2683297,0.880036115859362,211.956591439505,646271756,33506.3296703297,3049076,248.995504015509,91,26336.0769230769,2396583,0.882985696237649,219.859468473178,596738392,29826.1648351648,2714181,172.910484372351,91,2916.42857142857,265395,0.85697540750691,148.180032807212,45889578,3403.16483516484,309688,91
2015-07-01,267.372360879493,92,30432.0543478261,2799749,0.905783883883625,242.181575480561,748575500,33597.4782608696,3090968,274.596555275825,92,27079.2173913043,2491288,0.908242063917392,249.400142108322,684099103,29814.9782608696,2742978,206.634354025323,92,2995.97826086957,275630,0.898075018246273,185.573151261599,56954626.9999999,3336,306912,92
2015-10-01,241.097166875964,92,27576.7173913043,2537058,0.819217624691307,197.511048367931,611677496,33662.2608695652,3096928,241.940319988545,92,26418.0652173913,2430462,0.817130936311203,197.696920203672,588026754,32330.2717391304,2974385,171.370494565675,92,2580.21739130435,237380,0.773446460223126,132.545902408508,40679928,3336,306912,NA
